,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1635,Wesley Joseph,Ghostin',02oUEbDQXcVITlLQKMPN1F,63,0.856,0.518,0,-10.217,1,0.192,0.346,0.452,0.221,0.161,117.018,197675,4
1636,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,89,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764,4
1637,Yebba,My Mind,4QNPS79DeAUoSYmBynfWTN,59,0.363,0.161,5,-12.731,0,0.0316,0.87,0.0,0.71,0.285,104.383,341632,4
1638,Sonder,Nobody But You,6VFKuuqSbA1GpMEosUgTwQ,76,0.637,0.299,7,-11.314,1,0.0366,0.742,0.0,0.359,0.364,83.872,213214,4
1639,Dreamer Isioma,Sensitive,0oHEteATZnAZuA9dl1dXF3,73,0.601,0.649,7,-6.979,1,0.133,0.166,3.35e-05,0.165,0.351,89.73,174720,4
1640,Tems,Higher,2QdSb68BzZGMgCbsrFmSLc,58,0.609,0.581,2,-10.854,1,0.277,0.509,0.0,0.283,0.528,102.964,196204,3
1641,BANKS,Skinnydipped,1BBKX7HKP2h49AmingCDQb,57,0.625,0.572,6,-6.446,0,0.113,0.00577,1.72e-05,0.284,0.167,83.65,175527,4
1642,BANKS,The Devil,5dpvKFUEjSRgSgvPUkNgDL,55,0.711,0.609,10,-10.085,0,0.142,0.2,0.017,0.257,0.55,94.028,167517,4
1643,BANKS,This Is What It Feels Like,2uPRgXGzgMY8YYMjAMsJLP,48,0.485,0.474,8,-8.873,1,0.0356,0.195,0.0814,0.176,0.226,141.952,302616,4
1644,BANKS,You Should Know Where I’m Coming From,3SdK9Yiyw8NkLOmt42oF5I,45,0.435,0.331,9,-7.551,0,0.0273,0.6,0.0,0.116,0.403,73.076,235590,4
1645,BANKS,Drowning,5EAIvJhrfTJJEc0JH5q8m7,51,0.295,0.6,11,-7.775,0,0.0672,0.496,0.000784,0.282,0.314,162.265,249627,4
1646,BANKS,Stick,48DQog6AzLZOQhLEanGl4E,37,0.715,0.455,2,-11.874,1,0.0501,0.223,0.0598,0.184,0.245,106.022,313708,4
1647,BANKS,Fuck Em Only We Know,5uITNKkADWc9mh51GpmQ1s,45,0.51,0.577,8,-9.282,0,0.0401,0.608,0.012,0.15,0.17,85.996,276038,4
1648,BANKS,Before I Ever Met You,5E1rsmDCt32aip1XpNNChc,43,0.672,0.622,10,-4.739,0,0.0496,0.0936,0.00277,0.52,0.419,79.033,267347,4
1649,BANKS,Warm Water - Snakehips Remix,63Ly2sEzloc9s0yAXlMi6r,56,0.511,0.678,4,-6.858,0,0.869,0.241,0.0,0.0948,0.405,212.137,253585,4
1650,BANKS,Change,4VHUOjHviVjv2V37QoXTNb,41,0.536,0.571,10,-9.052,1,0.04,0.707,0.274,0.129,0.501,119.764,256647,4
1651,BANKS,Under The Table,3p2kWxN82u4otc3jthgQyX,40,0.492,0.174,0,-8.653,1,0.0398,0.976,1.37e-06,0.0958,0.342,71.437,249459,4
1652,BANKS,Crowded Places,6kNMg11e0ApnTmExdayfA1,55,0.52,0.339,0,-10.722,1,0.0566,0.796,0.0,0.1,0.112,65.995,262260,4
1653,Elina,Here With Me,02VOS5QRFc6i1XQVROAeDi,61,0.433,0.267,7,-10.419,1,0.0469,0.681,0.0,0.0811,0.255,93.072,196365,4
1654,Only Girl,Heights,4HhiuiQftydGvLIIzM8tn5,44,0.441,0.451,0,-7.915,1,0.299,0.536,0.0069,0.101,0.31,193.934,226750,4
1655,Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,81,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,228707,3
1656,Seinabo Sey,For You - Recorded At Spotify Studios Stockholm,4AHIgOApMmqVfpvc1hxK6x,54,0.409,0.379,7,-11.461,1,0.0329,0.453,0.0275,0.101,0.08,117.946,205584,4
1657,LÉON,I Believe in Us,59JtQ8mThUAnRGValaExhc,60,0.555,0.423,0,-6.232,1,0.044,0.799,0.0,0.112,0.257,137.044,202147,4
1658,Adele,Hometown Glory,4zFHwVj4A8s0G5f7aOlpKo,65,0.436,0.336,10,-8.517,0,0.037,0.962,3.4e-05,0.102,0.21,122.456,271227,4
1659,Lewis Capaldi,Bruises,4Of7rzpRpV1mWRbhp5rAqG,82,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,220492,4
1660,Harry Styles,Cherry,2IOFZdYYkFxEHVz1w34PoL,76,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,259187,4
1661,Olivia Rodrigo,traitor,5CZ40GBx1sQ9agT82CLQCT,92,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
1662,Ruel,Painkiller,1YlulsUKDduOmC7WxvXYPW,74,0.683,0.42,5,-6.51,1,0.0542,0.0875,0.0,0.225,0.469,128.621,213507,4
1663,Clairo,Sofia,52uTp5TrlfPrtgiUdIhkbU,52,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,188387,4
1664,Harry Styles,Golden,45S5WTQEGOB1VHr1Q4FuPl,85,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4
1665,Madonna,Hung Up,3850dYVgOFIXJh5U4BFEWH,77,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4
1666,Madonna,Jump,5hmRhU6fWzH0NjYmfhHjhp,60,0.629,0.839,9,-7.061,1,0.0899,0.0018,0.0859,0.251,0.449,118.979,238560,4
1667,Madonna,Sorry,55whbebR4olz2HHcRQa2kx,63,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,281880,4
1668,Britney Spears,Gimme More,6ic8OlLUNEATToEFU3xmaH,82,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4
1669,Nelly Furtado,Maneater,4wH4dJgrsxONID6KS2tDQM,82,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893,4
1670,Rihanna,Disturbia,2VOomzT6VavJOGBeySqaMc,78,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627,4
1671,Lady Gaga,LoveGame,0TcJ7QWpggdSg8t0fHThHm,69,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,216333,4
1672,Estelle,American Boy,22UDw8rSfLbUsaAGTXQ4Z8,80,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4
1673,The Pussycat Dolls,When I Grow Up,21pySLskKIKrhDziCX5ojQ,75,0.671,0.685,11,-5.762,0,0.05,0.00165,0.0,0.398,0.368,118.449,245680,4
1674,Sugababes,About You Now,1ctdfJSzp6qF2iDAVdDrfl,69,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,212400,4
1675,Katy Perry,I Kissed A Girl,14iN3o8ptQ8cFVZTEmyQRV,76,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4
1676,Kylie Minogue,On a Night Like This,5mu9hVvdpVnAXqbiQgPl4Y,52,0.597,0.853,0,-7.039,0,0.0279,0.00373,0.285,0.345,0.557,129.985,213160,4
1677,Fergie,Fergalicious,6Q44rxzH39y2tjic98Spo5,66,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,292373,4
1678,Rihanna,SOS,3sBmTwwsCwty2RNjOOvRVu,59,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,4
1679,Pitbull,Hotel Room Service,6Rb0ptOEjBjPPQUlQtQGbL,74,0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,237640,4
1680,Shakira,She Wolf,4cS2HQ6jK80vqdY9ofpztx,72,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,188867,4
1681,Janet Jackson,All For You,0UdqZQEbRWTkNXlh5kl2L8,52,0.752,0.925,2,-3.288,1,0.0867,0.0178,0.125,0.104,0.692,113.528,330027,3
1682,September,Cry for You,1mvZErZBp7WZT3HfGBykao,67,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018,209800,4
1683,Gwen Stefani,The Sweet Escape - Konvict Remix,6A4oI5YIogs0MSeG2JmpiX,30,0.84,0.676,1,-6.953,1,0.0636,0.0121,0.0,0.137,0.793,119.976,241907,4
1684,Lady Gaga,Telephone - w/o Beyonce,6zaChSNUTpgUVc77fr6vIn,2,0.83,0.837,3,-5.997,1,0.0382,0.00568,0.000699,0.116,0.713,122.041,220000,4
1685,Rihanna,Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,79,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,4
1686,Kylie Minogue,In Your Eyes,1t5nwfsb90IliczIhOMnpJ,65,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,197827,4
1687,Ne-Yo,Closer,0GX5oOKtU0nnx5OkhenW2i,66,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,234360,4
1688,Lady Gaga,Bad Romance,6TAdq4dNZx3JN2vm6Pr4hi,49,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4
1689,Rihanna,Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,80,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4
1690,LeAnn Rimes,Can't Fight The Moonlight - Graham Stack Radio Edit,5bvy0Q33TYaKxa4ZDHdG07,54,0.748,0.935,11,-6.844,0,0.0479,0.0625,0.0,0.257,0.797,115.014,217133,4
1691,Chris Brown,Forever,3NZJlJemX3mzjf56MqC5ML,77,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,4
1692,Britney Spears,3,6pymOcrCnMuCWdgGVTvUgP,66,0.697,0.709,5,-1.917,0,0.0455,0.0452,0.0,0.138,0.787,134.91,213173,4
1693,Lady Gaga,Just Dance,2x7MyWybabEz6Y6wvHuwGE,74,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,4
1694,Kesha,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,83,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4
1695,Jamiroquai,Little L,7hhclvecTpNxNNRCk7NUoc,68,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,295400,4
1696,Kylie Minogue,Can't Get You out of My Head,3E7ZwUMJFqpsDOJzEkBrQ7,76,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,230640,4
1697,La Roux,Bulletproof,0SyxZC4wlqAwf20cHE6Xon,72,0.752,0.771,6,-5.95,1,0.0311,0.00341,1.73e-05,0.0905,0.527,126.02,162213,4
1698,Alexandra Burke,Bad Boys (feat. Flo Rida),0JYRNrTwUmeySRX37azvnH,61,0.67,0.866,1,-3.684,1,0.0538,0.0115,0.0,0.358,0.636,140.029,206480,4
1699,P!nk,U + Ur Hand,1iOJQhxKSJ7dg3Dk03yPnl,67,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04,214387,4
1700,Justin Timberlake,Like I Love You,6W2Ef5Ph6ILTUAedoQ3QIv,65,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,283627,4
1701,Maroon 5,Makes Me Wonder,3PNOYDruQplC92lNc7mE9W,64,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080,4
1702,Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),1oHClQEgDmmbcEx12Kc5nZ,72,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,4
1703,Taio Cruz,Break Your Heart,7ElF5zxOwYP4qVSWVvse3W,77,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,201547,4
1704,Christina Aguilera,Ain't No Other Man,7huo2wvrCgRucUsjdSDLQV,66,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228907,4
1705,P!nk,So What,0JiY190vktuhSGN6aqJdrt,79,0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,215160,4
1706,Beyoncé,Single Ladies (Put a Ring on It),2ZBNclC5wm4GtiWaeh0DMx,66,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,4
1707,Akon,Beautiful,7rv0UuxMX7CpUUwEE1jVrd,65,0.743,0.948,0,-4.445,0,0.0893,0.122,0.0,0.112,0.614,130.024,312987,4
1708,Black Eyed Peas,Shut Up,0koYRm9MYr86fdKyaBuSiG,56,0.821,0.715,2,-4.415,1,0.255,0.0731,0.0,0.071,0.57,112.972,310093,4
1709,Anastacia,Sick and Tired,6WMQVizkSPAufOGOk2x4dL,55,0.595,0.87,0,-4.495,1,0.0394,0.0107,0.0,0.288,0.494,99.741,210133,4
1710,Shakira,"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG,76,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,196160,4
1711,Britney Spears,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,80,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4
1712,Shakira,Can't Remember to Forget You (feat. Rihanna),2Sh4sAOfnSHEVKFyysxzat,72,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,206867,4
1713,Rihanna,Umbrella - Radio Edit,113v1MA9MTShy98uCz37nO,62,0.596,0.823,1,-4.586,1,0.134,0.0115,0.0,0.0658,0.619,174.056,257053,4
1714,Avant,Separated,5S0cvScXb33JVpjTiY9Ivi,57,0.798,0.48,0,-5.564,1,0.0276,0.247,0.0,0.237,0.643,108.241,255600,4
1715,Foo Fighters,Friend Of A Friend,7cxAyJ1UcrkejC7fTTZcUV,43,0.713,0.295,7,-12.738,0,0.0311,0.694,0.0145,0.099,0.0756,95.828,193200,4
1716,Case,Missing You,74mLqaoGbdKYmgUxoVxD6S,44,0.614,0.547,1,-7.413,0,0.0446,0.293,0.0,0.0443,0.751,86.287,284760,4
1717,John Mayer,Dreaming with a Broken Heart,7keXdrB4mz57u4b8YkCwag,64,0.61,0.349,0,-9.321,1,0.0301,0.554,0.0099,0.201,0.155,136.012,245747,4
1718,Jagged Edge,He Can't Love U,3VEZvzr84WVnoorZ4tlBSw,58,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279,244053,4
1719,Jonas Brothers,A Little Bit Longer,1C9CSFviMwp3kyZHmV09ed,47,0.302,0.619,0,-4.812,1,0.0331,0.0228,0.0,0.231,0.291,156.359,205013,4
1720,Rihanna,Unfaithful,1oh6hjPd82XlGFQGUh2Jfa,57,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,226973,4
1721,David Guetta,Who's That Chick? (feat. Rihanna),6qUSs4FDzZUdAhY6JDIJfa,71,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,201040,4
1722,Colbie Caillat,I Never Told You,3maCmHhpmJ6hzJjEnm0ieT,55,0.498,0.634,3,-5.214,1,0.0288,0.166,0.0,0.3,0.36,144.104,232960,4
1723,The Fray,Never Say Never,57uX2vR9j9DNiANDYfXw1i,71,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,256613,4
1724,Simple Plan,Perfect,4j3X4KX8rURekAVIFUhI23,71,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,4
1725,Lindsay Lohan,Confessions Of A Broken Heart (Daughter To Father) - Radio,0x7663BmBYv7m1ejUzXHfd,48,0.574,0.721,8,-4.312,0,0.0335,0.0254,0.0,0.0952,0.159,120.033,220800,4
1726,blink-182,I Miss You,1AdYZ6X00nXmO613Y7GJOl,75,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,227250,4
1727,Simple Plan,Untitled (How Could This Happen to Me?),6rT0BKAbg4y35tukHcfk4N,58,0.208,0.342,6,-8.702,1,0.0327,0.875,3e-06,0.0908,0.135,186.162,239813,4
1728,Sum 41,Pieces,1ibeKVCiXORhvUpMmtsQWq,68,0.457,0.83,5,-5.262,1,0.0321,0.00682,0.00337,0.166,0.602,99.93,182040,4
1729,The Calling,Adrienne,0Yh7RD4eoXKL8sd8wB89a8,39,0.305,0.869,3,-6.729,0,0.0602,0.000736,0.0,0.0934,0.77,184.021,270373,4
1730,Sum 41,With Me,1OTvWduKQV0MQd2gnGM9He,64,0.167,0.851,4,-4.039,1,0.0421,0.0127,0.0,0.172,0.11,175.426,291360,3
1731,3 Doors Down,Here Without You,3NLrRZoMF0Lx6zTlYqeIo4,77,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,238733,4
1732,The Rasmus,In the Shadows,1OeyswAyut7QecTxi3Lx4V,30,0.604,0.777,6,-4.297,0,0.0275,0.000105,4.58e-05,0.621,0.741,106.014,246933,4
1733,Justin Timberlake,Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,75,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,288333,4
1734,Snow Patrol,Chasing Cars,5hnyJvgoWiQUYZttV4wXy6,72,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960,4
1735,U2,With Or Without You - Remastered,6ADSaE87h8Y3lccZlBJdXH,81,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,4
1736,Robbie Williams,Angels,1M2nd8jNUkkwrc1dgBPTJz,76,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,265000,4
1737,Coldplay,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,84,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4
1738,R.E.M.,Everybody Hurts,6PypGyiu0Y2lCDBN1XZEnP,76,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,320267,3
1739,Gary Jules,Mad World (Feat. Michael Andrews),3JOVTQ5h8HGFnDdp4VT3MP,68,0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,0.304,174.117,189507,4
1740,Thirty Seconds To Mars,The Kill,0lP4HYLmvowOKdsQ7CVkuq,76,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3
1741,Reamonn,Supergirl,0ebpQJLgkXCsFNJb44nIjB,27,0.63,0.675,6,-6.637,0,0.0273,0.124,0.0134,0.105,0.378,116.079,244333,4
1742,Damien Rice,9 Crimes,08YEGpKt2LHJ0URCXKHEie,59,0.329,0.167,0,-13.103,1,0.0296,0.913,9.56e-05,0.0921,0.0995,74.174,219227,4
1743,The Calling,Wherever You Will Go,2n6FX3Jcg4b4Leoz0GOqBF,68,0.555,0.717,2,-5.114,1,0.0269,0.0414,0.0,0.116,0.374,112.03,208507,4
1744,Howie Day,Collide - Acoustic Version,5rwq6R0Uq0BngM3rdmCeNg,69,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186,277000,4
1745,Lewis Capaldi,Before You Go,2gMXnyrvIjhVBUZwvLZDMP,85,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
1746,The Fray,You Found Me,4IoYz8XqqdowINzfRrFnhi,76,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853,4
1747,Josefine,Goddess Kinda Power,2AfxqgCxX8W85d49TOqVnl,41,0.715,0.57,2,-7.266,0,0.0382,0.0989,1.59e-06,0.165,0.47,105.018,169400,4
1748,Lewis Capaldi,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,88,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
1749,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,82,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4
1750,BANNERS,Half Light,1tYOB844iD7HxHvPtwDPNu,67,0.532,0.392,10,-7.502,1,0.0289,0.816,0.0,0.122,0.352,151.879,185947,4
1751,Mike Vallas,i don't want you to love me,7Itesuc6U5CszDEzCw6G8j,28,0.522,0.676,10,-6.373,0,0.062,0.0961,1.87e-06,0.517,0.471,160.064,167243,4
1752,Katie Kittermaster,Friends,6mzqZHHiTUv1jyl7qur2L0,36,0.482,0.465,2,-9.986,1,0.0693,0.431,2.71e-05,0.214,0.425,146.777,187959,4
1753,Lucy Cloud,Crash and Learn,4EhQhhheIuLCnUipm0Usd9,29,0.569,0.421,8,-6.941,1,0.0488,0.887,0.0,0.0948,0.205,143.96,208613,4
1754,Stalking Gia,Worship,68rLq6Qn7TO2V6TBf5Mgpu,32,0.608,0.484,2,-8.147,1,0.0365,0.239,0.00115,0.391,0.283,84.961,206160,4
1755,Devin Dygert,It'll Be,0NgoD59BYnALBznGsKnuCL,4,0.454,0.341,4,-8.747,0,0.0329,0.737,0.0,0.206,0.0928,77.102,163636,3
1756,Maroon 5,She Will Be Loved - Radio Mix,4llK75pXNWZz6KAho2Gp16,81,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,259453,4
1757,Maroon 5,This Love,5eYkhfqUaDzJM9KIInBlku,42,0.712,0.868,5,-4.098,0,0.038,0.0597,0.0,0.0896,0.758,95.04,205747,4
1758,The Script,The Man Who Can't Be Moved,3nqqDo8CcCLke3ZoTgiOKf,72,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,241373,4
1759,Christina Aguilera,Genie In a Bottle,11mwFrKvLXCbcVGNxffGyP,74,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,217573,4
1760,Alicia Keys,Fallin',3unsLiH5FXmaDWtT5Imolu,69,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,210200,3
1761,Kelly Clarkson,Breakaway,61Qhe2mHSLhUE04QeK4lkD,66,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,237000,3
1762,Vanessa Carlton,A Thousand Miles,6Qm9MaditCcx5V62rVHYqu,61,0.488,0.833,11,-3.876,1,0.0387,0.273,0.0,0.192,0.257,94.841,237440,4
1763,Christina Aguilera,Beautiful,3TCauNPqFiniaYHBvEVoHG,73,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560,4
1764,The Fray,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,82,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4
1765,Kelly Clarkson,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,74,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960,4
1766,Keane,Somewhere Only We Know,1SKPmfSYaPsETbRHaiA18G,80,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,237147,4
1767,James Morrison,Broken Strings,6jBUP2KCe821yqf1hiBqPR,74,0.57,0.717,1,-4.914,1,0.029,0.00967,0.0,0.0833,0.321,111.91,250453,4
1768,Beyoncé,Halo,3ERa3mEeOnrh2Mc47qM6T1,67,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,4
1769,Nelly Furtado,I'm Like A Bird,2aGw77pZqli064JiPuXYRi,72,0.623,0.607,10,-5.113,1,0.0353,0.147,3.29e-06,0.227,0.614,89.654,243160,4
1770,Miley Cyrus,The Climb - Stripped,7zLkZVTiDpwnrscRbkBSfT,45,0.351,0.594,4,-6.254,1,0.033,0.0598,0.0,0.097,0.315,161.027,236093,4
1771,James Blunt,You're Beautiful,5pbajJXEPdcoXQPXoAVR1t,66,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,4
1772,Jason Mraz,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,82,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,242187,4
1773,Enrique Iglesias,Hero,1PAgmT6YqGhd6zT9kN9gIo,70,0.346,0.641,7,-5.627,1,0.0504,0.136,8.4e-06,0.108,0.159,77.281,264240,4
1774,Justin Timberlake,My Love (feat. T.I.),4NeOWqHmlrGRuBvsLJC9rL,74,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160,4
1775,Avril Lavigne,Complicated,5xEM5hIgJ1jjgcEBfpkt2F,81,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
1776,Timbaland,Apologize,6ucR4KfvsBFWCMVFDvyKKl,76,0.653,0.604,8,-6.017,1,0.0278,0.0292,0.0,0.097,0.101,118.016,184400,4
1777,Owl City,Fireflies,7zZV0st7iiQSz5Rlarl77U,44,0.513,0.661,3,-6.8,1,0.0439,0.0274,0.0,0.118,0.461,180.119,228347,4
1778,Plain White T's,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,82,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,232533,4
1779,Kelly Clarkson,Because of You,3f3omU8n47Mqyab5nCaGyT,71,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,219493,4
1780,Natasha Bedingfield,Unwritten,3U5JVgI2x4rDyHGObzJfNf,78,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4
1781,Fergie,Big Girls Don't Cry (Personal),6dgWWAs5yhWPOtvE1zuoQ1,62,0.708,0.641,7,-4.271,1,0.0335,0.205,0.0,0.0925,0.253,113.082,268120,4
1782,The Script,Breakeven,285hMzLhJwHVLe9QT9qilk,76,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,261427,4
1783,Avril Lavigne,Keep Holding On,4UPcXTh26ilb7owtuyHqNI,67,0.162,0.786,7,-2.353,1,0.038,0.0374,0.0,0.143,0.138,161.192,239907,3
1784,JoJo,Too Little Too Late,4T4NLIMypdmyUwK54jECk4,70,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,221720,4
1785,Lifehouse,You And Me,0815caqt2Lytro5EIzMufT,77,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,195493,3
1786,Rihanna,California King Bed,1NpDnkQO0yWxTtntrC0UNz,66,0.452,0.571,7,-3.992,1,0.0359,0.25,0.0,0.114,0.327,169.899,251600,4
1787,Sam Smith,Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,82,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4
